,S. A. P. S.,RENAULT VLD-3/VLD-2     JASO DH-2  ,VL210059,50
,, MAN 3677/3477/3271-1       CAT ECF-3,VL210060,20
,,MACK EO-O Premium Plus/EO-N/EO-M Plus,VL210078,5
,,,,
,,E4/E7 - SIN FILTRO DE PARTICULAS - HIGH SAPS,REFERENCIA,FORMATO
,,ACEA E4          ACEA E7               ,,
,VICONOL-   5W30  ,API: CI-4+     VOLVO VDS-3,VL210025,1000
, Truck E7 E4      ,MB 228.5       SCANIA LDF-3       IVECO,VL210026,200
,,RENAULT VLD-2/RXD       MTU Type 3     DAF Extended Drain  E4,VL210027,50
,,MAN 3277       CAT ECF-3     DEUTZ DQC IV-10     MACK EO-N         ,VL210028,20
,,ACEA E4          ACEA E7               ,,
,VICONOL-   10W40  ,API: CI-4+     VOLVO VDS-3,VL210029,1000
, Truck E7 E4      ,MB 228.5       SCANIA LDF-3       IVECO,VL210030,200
,,RENAULT VLD-2/RXD       MTU Type 3     DAF Extended Drain  E4,VL210031,50
,,MAN 3277       CAT ECF-3     DEUTZ DQC IV-10     MACK EO-N         ,VL210032,20
,,,,
,,,,
,,API: FA4 - SIN FILTRO DE PARTICULAS - HIGH SAPS,REFERENCIA,FORMATO
,,API: FA-4 / SN,,
,VICONOL-  5W30 ,VOLVO VDS-5      MB 228.61       Cummins CES 20087,VL210021,1000
, Truck FA - 4        ,RENAULT VLD-5          MACK EOS-5         ,VL210022,200
,,JASO DH-2                   FORD VWSS-M2C214-B1,VL210023,50
,,,VL210024,20
,,API: FA-4 / SN,,
,VICONOL-  10W30 ,VOLVO VDS-5      MB 228.61       Cummins CES 20087,VL210017,1000
, Truck FA - 4        ,RENAULT VLD-5          MACK EOS-5         ,VL210018,200
,,JASO DH-2                   FORD VWSS-M2C214-B1,VL210019,50
,,,VL210020,20
,,,,
,,5W20 Y 0W20 - CON FILTRO DE PARTICULAS - MID SAPS,REFERENCIA,FORMATO
,,,VL210013,1000
,VICONOL-  5W20  ,MAN M3977,VL210014,200
,Truck  M3977,,VL210015,50
,,,VL210016,20
,,,,
,,,VL210150,1000
,VICONOL-  0W20  ,IVECO 18-1804 Classe TLV - LS ,VL210151,200
,Truck   IVC-1804,,VL210152,50
,MID SAPS,,VL210153,20
,,,,
,,SUPER SERIE III - SAE 30 Y SAE 40 - MINERAL,REFERENCIA,FORMATO
,,API: CF/SF,VL210061,1000
,HD,MB 228.0,VL210062,200
,VICONOL-   SAE 10W  ,MAN 270,VL210063,50
, SERIE 3     TO-2,MTU Type 1,VL210064,20
,,CAT TO-2            ALLISON C-3,,
,,API: CF/SF,VL210065,1000
,HD,MB 228.0,VL210066,200
,VICONOL-   SAE 30  ,MAN 270,VL210067,50
, SERIE 3     TO-2,MTU Type 1,VL210068,20
,,CAT TO-2            ALLISON C-3,VL210154,5
,,,,
,HD,API: CF/SF,VL210069,1000
,VICONOL-   SAE 40  ,MB 228.0,VL210070,200
, SERIE 3     TO-2,MAN 270,VL210071,50
,,MTU Type 1,VL210072,20
,,CAT TO-2            ALLISON C-3,VL210155,5
,,,,
,HD,API: CF/SF,VL210156,1000
,VICONOL-   SAE 50  ,MB 228.0,VL210157,200
, SERIE 3     TO-2,MAN 270,VL210158,50
,,MTU Type 1,VL210159,20
,,CAT TO-2            ALLISON C-3,VL210160,5
,,,,
,HD,API: CF/SF,VL210161,1000
,VICONOL-   SAE 60  ,MB 228.0,VL210162,200
, SERIE 3     TO-2,MAN 270,VL210163,50
,,MTU Type 1,VL210164,20
,,CAT TO-2            ALLISON C-3,,
,,,,
,HD,API: CF/SF,VL210165,1000
,VICONOL-   SAE 70  ,MB 228.0,VL210166,200
, SERIE 3     TO-2,MAN 270,VL210167,50
,,MTU Type 1,VL210168,20
,,CAT TO-2            ALLISON C-3,,
,,,,
,,ESPECIFICO PARA MOTORES DE GAS DE MAQUINA CATERPILLAR,REFERENCIA,FORMATO
,,"Caterpillar Energy Solutions GmbH,    ",VL210119,1000
,VICONOL-  SAE 30,"GE Jenbache,   TEDOM,   VWärtsilä ",VL210120,200
, GASMOTOR NGEO,"Waukesha, MTU MTL 5074,  RMB/Energie",VL210121,50
,,Dresser-Rand Guascor,VL210122,20
,,,,
,,"Caterpillar Energy Solutions GmbH,    ",VL210123,1000
,VICONOL-  SAE 40,"GE Jenbache,   TEDOM,   VWärtsilä ",VL210124,200
, GASMOTOR NGEO,"Waukesha, MTU MTL 5074,  RMB/Energie",VL210125,50
,,Dresser-Rand Guascor,VL210126,20
,,,,
,,ESPECIFICO PARA MAQUINARIA CATERPILLAR - MINERAL,REFERENCIA,FORMATO
,,ACEA  E7,,
,VICONOL-   15W40  ,API: CI-4/SN,VL210099,1000
, DEO ,CAT ECF-2         VOLVO VDS-3           MACK  EO-M Plus,VL210100,200
,,,VL210101,50
,,CUMMINS CES 20071/72/76,VL210102,20
,,ACEA  E11(E9)         ACEA  E7,,
,VICONOL-   10W30    ,API: CI-4+/SN,VL210091,1000
,ULS 9,"CAT ECF-3,ECF-2,ECF-1A       CUMMINS CES 20071/72/76/86",VL210092,200
,,,VL210093,50
,,Volvo Mack VDS STD 417-003            MACK  EO-M Plus,VL210094,20
,,,,
,,API: CF/CF-2,VL210103,1000
,VICONOL-   10W ,CAT TO-4,VL210104,200
, TDTO ,ALLISON C-4,VL210105,50
,,KOMATSU KES 07.868.1               ZF TE -ML 03C,VL210106,20
,,,,
,,API: CF/CF-2,VL210107,1000
,VICONOL-  30  ,CAT TO-4,VL210108,200
,TDTO ,ALLISON C-4,VL210109,50
,,KOMATSU KES 07.868.1         ZF TE -ML 03C/07F,VL210110,20
,,,,
,,API: CF/CF-2,VL210111,1000
,VICONOL-  50  ,CAT TO-4,VL210112,200
,TDTO ,ALLISON C-4,VL210113,50
,,KOMATSU KES 07.868.1            ZF TE -ML 03C/07F,VL210114,20
,,,,
,,,VL210115,1000
,VICONOL-   60 ,CAT FD-1,VL210116,200
, FD1,,VL210117,50
,,,VL210118,20
,,,,
,VEHÍCULOS   AGRÍCOLAS,,,
,,STOU - CARTER Y SISTEMA HIDRAULICO ,REFERENCIA,FORMATO
,,API:CF-4/CG-4/SF   ACEA E7   John Deere J27/J20C    MB 228.3,VL220004,1000
,VICONOL-  15W40   ,"API: GL 4, GL 5    DEUTZ DQC I-02    ZF TE-ML 06A, 06C, 06L, 07B",VL220005,200
,STOU  COMPLEX- M,"MASSEY FERGUSON CMS M 1145, 1144, 1143, 1139, 1135",VL220006,50
,,"CASE MS 1207, 1209, 1210, 1230   FORD M2C159B   CAT TO – 2",VL220007,20
,,MAN 271   NEW HOLLAND 82009201/2/3    SAE J306: SAE 80W-90,VL220008,5
,,AFNOR NFE 48603 HV    ALLISON C-4.    FENDT KDM 17/2012 ,,
,,API:CF-4/CG-4/SF   ACEA E7   John Deere J27/J20C    MB 228.3,VL220000,1000
,VICONOL-  10W40   ,"API: GL 4, GL 5    DEUTZ DQC I-02    ZF TE-ML 06A, 06C, 06L, 07B",VL220001,200
,STOU  COMPLEX- SM,"MASSEY FERGUSON CMS M 1145, 1144, 1143, 1139, 1135",VL220002,50
,,"CASE MS 1207, 1209, 1210, 1230   FORD M2C159B   CAT TO – 2",VL220003,20
,,MAN 271   NEW HOLLAND 82009201/2/3    SAE J306: SAE 80W-90,,
,,AFNOR NFE 48603 HV    ALLISON C-4.    FENDT KDM 17/2012 ,,
,,ACEA E11(E9)           ACEA E7                        ,VL220033,1000
,VICONOL-  10W30 ,"API: CK-4, CJ-4, CI-4+         FORD - WSS-M2C171-F1            MAN - M 3775",VL220034,200
,STOU  COMPLEX- E79,MB 228.31                  JASO M355 DH-2         DAF - Standard Drain   ,VL220035,50
,,"RENAULT VLD-3       VOLVO VDS-4.5       DEUTZ DQC II-10,  ",VL220036,20
,,MACK EO.S-4.5        CAT ECF-3      CUMMINS CES 20086,,
,,,,
,,UTTO -  SISTEMA HIDRAULICO FRENOS SUMERGIDOS,REFERENCIA,FORMATO
,,JOHN DEERE JDM J20C     API: GL 4(SAE 80W)      Caterpillar TO-2,VL220022,1000
,VICONOL-  10W30   ,"MÁSSEY FERG. M1143, M1145       KUBOTA UDT",VL220023,200
,UTTO  ,SAE J300: 10W-30      SAE J306     75W-80 SDFG OT 1891 A ,VL220024,50
,,Ford New Holland M2C-134D/CNH MAT 3525       Volvo VWB 101  ,VL220025,20
,,"FIAT, SAME, LANDINI     ALLISON C4      ZF TE-ML 03E, 05F, 17E,21F   ",VL220026,5
,,JI  CASE MS 1207 / MS1206 / MS1209 / MS1210 / MS 1230,,
,,JOHN DEERE JDM J20C     API: GL 4(SAE 80W)      Caterpillar TO-2,VL220013,1000
,VICONOL-  10W30   ,"MÁSSEY FERG. M1143, M1145       KUBOTA UDT",VL220014,200
,UTTO  PLUS,SAE J300: 10W-30      SAE J306     75W-80 SDFG OT 1891 A ,VL220015,50
,,Ford New Holland M2C-134D/CNH MAT 3525       Volvo VWB 101  ,VL220016,20
,,"FIAT, SAME, LANDINI     ALLISON C4      ZF TE-ML 03E, 05F, 17E,21F   ",VL220017,5
,,JI  CASE MS 1207 / MS1206 / MS1209 / MS1210 / MS 1230,,
,,JOHN DEERE JDM J20C      API: GL 4,VL220040,1000
,VICONOL-  10W30   ,"MÁSSEY FERG. M1143, M1145        Claas CVT       Valtra G2-08 (XT-60)",VL220041,200
,UTTO  SINTETICO,"CNH MAT 3540 (CVT), MAT 3525",VL220042,50
,M3540 - CVT,Ford New Holland M2C-134D           Fendt Vario,VL220043,20
,ULTRA," ZF TE-ML 06B, 06D, 06E, 06F, 06H, 06L, 06M, 06R, 06S ",VL220044,5
,,Same Deutz-Fahr (ZF 06D       AGCO CVT ML 200,,
,,JOHN DEERE JDM J20C      API: GL 4(SAE 80W-85)  Caterpillar TO-2,,
,VICONOL-  20W30   ,"MÁSSEY FERG. M1141, M1135       KUBOTA UDT     FENDT",VL220018,1000
,UTTO  PLUS,SAE J300: 20W-30      SAE J306     75W-80 SDFG OT 1891 A ,VL220019,200
,,Ford New Holland M2C-134D/CNH MAT 3525       Volvo VWB 101  ,VL220020,50
,,"FIAT, SAME, LANDINI     ALLISON C4      ZF TE-ML 03E, 05F, 17E,21F   ",VL220021,20
,,JI  CASE MS 1207 / MS1206 / MS1209 / MS1210 / MS 1230,,
,,,VL220009,1000
,VICONOL-  10W20  ,"  API: GL 4,   SAE 80W,    ",VL220010,200
,UTTO   UDT,"KUBOTA SUPER UDT,    KUBOTA UDT  ",VL220011,50
,,,VL220012,20
,,,,
,,,,
,,Aditivo sintético  especial ,,
,VICONOL-  ADITIV FOR CHIRD,para  cualquier sistema hidraúlico con frenos en baño de aceite,VL220031,1
,ADITIVO ANTICHIRRIDO  ,,,
,,,,
,,,,
,TRANSMISIONES MANUALES - VALVULINAS,,,
,,LSD PLUS - AUTOBLOCANTES - DESLIZAMIENTO LIMITADO,REFERENCIA,FORMATO
,,Limited  Slip,VL260082,1000
,TRANSMISIONES AUTOBLOCANTES,API GL-5     LSD,VL260083,200
,VICONOL-  SAE 75W140   ,FORD WSS-M2C192A,VL260084,50
,LSD  PLUS,VW G50/G51      MB 235.61    JOHN DEERE JDM J11G,VL260085,20
,,,,
,,Limited  Slip,VL260047,1000
,TRANSMISIONES AUTOBLOCANTES,API GL-5     LSD,VL260048,200
,VICONOL-  SAE 75W90   ,FORD WSS-M2C200-C/C2,VL260049,50
,LSD  PLUS,VW G50/G51,VL260050,20
,,,VL260051,5
,,,VL260103,1
,,,,
,,Limited  Slip,VL260042,1000
,TRANSMISIONES AUTOBLOCANTES,API GL-5     LSD,VL260043,200
,VICONOL-  SAE 80W90  ,ZF TE-ML 05C/07A/08/12C/21C,VL260044,50
, LSD  PLUS,MIL-L-2105,VL260045,20
,,,VL260046,5
,,,VL260086,1
,,Limited  Slip,,
,TRANSMISIONES AUTOBLOCANTES,API GL-5     LSD,VL260087,1000
,VICONOL-  SAE  90  ,ZF TE-ML 05C/07A/08/12C/21C,VL260088,200
, LSD  PLUS,MIL-L-2105,VL260089,50
,,,VL260090,20
,,,,
,,TRANSMISIONES MULTIGRADO SINTETICOS,REFERENCIA,FORMATO
,, API: GL-5                              API: GL-4       ,,
,VICONOL- FULL SINTEX  HC , Mack GO-J                           SAE J2360      ,VL260000,1000
,SAE 75W140 E.P., Ford WSL-M2C192A          Scania. STO 1:0    ,VL260001,200
,S45, MIL-PRF-2105E                  MAN 341 tipo Z-5         ,VL260002,50
,,   ,VL260003,20
,,,,
,,API: GL-5      API: GL-4       MB 235.8       MB 235.0,VL260004,1000
,VICONOL- FULL SINTEX  HC ,Mack GO-J         SAE J2360      VOLVO 97312,VL260005,200
,SAE 75W90 E.P.,MAN 341 Z2        MAN 342 S1         Ford WSL-M2C192A,VL260006,50
,S45,Scania. STO 1:0 STO 2:0 A FS        RENAULT Axles,VL260007,20
,,"ZF TE-ML 02B, 05A, 07A, 08, 12L, 12N, 16F, 17B, 19C, 21A  ",VL260008,5
,,DAF Transmissions       IVECO Axles &Transmissions,VL260009,1
,,,,
,VICONOL- FULL SINTEX  HC ,"API: GL-5      API: GL-4         MB 235.10, MB 235.4, MB 235.3",VL260014,1000
,SAE 75W80 E.P.,MAN 341 Z4                 PSA  B71 2330,VL260015,200
,S45,VOLVO 97305    Eaton Europe VOLVO 97307,VL260016,50
,,ZF TE-ML 01L/ 02D/ 02L/ 08/ 16K        MIL-PRF-2105,VL260017,20
,,DAF   IVECO    RENAULT (Transmissions),VL260018,5
,,,VL260019,1
,,,,
,VICONOL-  75W90 , API: GL-4       ,VL260091,1000
, S235.11,MB 235.11,VL260092,200
,,,VL260093,50
,,,VL260094,20
,,,,
,,,VL260095,1000
,,,VL260096,200
,VICONOL-  75W80  ,API: GL-4+,VL260097,50
,S4+   PS2315,PSA S. B71 2315     MB 235.28,VL260098,20
,,,VL260114,1
,,,,
,,,VL260010,1000
,,,VL260011,200
,VICONOL-  75W85  ,  API GL-4+       TOYOTA              MB 235.16,VL260012,50
,S4+  SIAT, HYUNDAI                 SUZUKI,VL260013,20
,,,VL260111,1
,,,,
,,,VL260099,1000
,VICONOL-  75W,  API GL-4        BMW: MTF LT-2 – BMW: MTF LT-3    ,VL260100,200
,S45  SIAT, FORD: WSS-M2C200-D2;    GM: MTF 0063;    NISSAN: LV MTF-1,VL260101,50
,,"VW: G 052 171 – VW: G 052 178, VW: G 052 512 – VW: G 052 726",VL260102,20
,,,VL260069,1
,,VW: G 052 798       MB 235.17      PSA: B71 9730 A8,,
,,,,
,,TRANSMISIONES MULTRIGRADOS MINERALES,REFERENCIA,FORMATO
,,,,
,,API: GL-5,VL260020,1000
,VICONOL-  MINGER ,VOLVO 97310,VL260021,200
,SAE 85W140 E.P.,DAF API GL-5          IVECO Axles,VL260022,50
, G5         ,MIL-L-2105 D          MACK GO-J             ,VL260023,20
,,ZF TE-ML 07A/08/16C/16D/21A,VL260024,5
,,,VL260165,1
,,,,
,,API: GL-5                          SAE J 2360,VL260033,1000
,,VOLVO 97310             MACK GO-J           ,VL260034,200
,VICONOL-  MINGER ,MAN 342 M2                   MB 235.20,VL260035,50
,SAE 80W90 E.P.,RENAULT Axles       DAF API GL-5      IVECO Axles,VL260036,20
, G5         ,ZF TE-ML 07A/08/16B/16C/17B/19B/21A ,VL260037,5
,,VOITH TURBO 132.00374400       MIL-L-2105 D,VL260038,1
,,,,
,,,VL260025,1000
,VICONOL-    80W140 ,API GL-4          MS 1317          NH600/TR    ,VL260026,200
,  G4     ,ZF TE-ML 05F   ZF TE-ML 21F    ,VL260027,50
,,,VL260028,20
,,,,
,,API GL-5               MIL-L 2105D           MB 235.0    ,VL260029,1000
,VICONOL-    85W90  ,ZF TE-ML 07A/08/16B/16C/17B/19B/21A ,VL260030,200
, G5         ,VOLVO 97310       DAF    VOLVO 97316 ,VL260031,50
,, MAN 342 Type M1             Voith 3.325-339     ,VL260032,20
,,,,
,,,VL260109,1000
,VICONOL-    80W85  ,"API GL-4      RENAULT Axle    FORD : WSS-M2C 86B ,WSS-M2C 86",VL260039,200
, G4         ,"MASSEY-FERGUSON : CMS M 1135 ,CMS M 1141    ",VL260040,50
,,CASE NEW HOLLAND : NEW HOLLAND : NH 420A     ,VL260041,20
,,MB 235.1,,
,,API GL-4                     MB 235.1   ,VL260104,1000
,VICONOL-    80W,ZF - TE-ML 17A           MIL-L 2105D    ,VL260105,200
,G4,MAN - 341 Typ E1      MAN - 341 Typ Z1       MAN - 341 Typ Z2,VL260106,50
,,,VL260107,20
,,,,
,,,,
,,TRANSMISIONES MONOGRADO MINERALES,REFERENCIA,FORMATO
,,,,
,,,VL260060,1000
,VICONOL-  MINGER ,API: GL-5                ,VL260061,200
,SAE 140 E.P.,,VL260062,50
,,,VL260063,20
,,,VL260064,5
,,,,
,,,,
,,API: GL-5     API: GL-4          MB 235.0   MB 235.1,VL260168,1000
,VICONOL-  MINGER ,DAF Transmissions                    MAN 342 M1      ,VL260070,200
,SAE 90 E.P.,IVECO Transmissions                VW 726   VW 727,VL260071,50
,,RENAULT Transmissions            VOLVO 97310,VL260072,20
,,,VL260073,5
,,,VL260108,1
,,ZF TE ML-05A/07A/08/16B/16C/17B/19B /21A       ,,
,,,VL260078,1000
,VICONOL-    SAE 80,API GL-4          RENAULT Transmissions          ,VL260079,200
,,VW 726          ZF TE-ML 08/17A         IVECO Transmissions                     ,VL260080,50
,,DAF Transmissions           MB 235.1       ,VL260081,20
,,,,
,,API GL-4          RENAULT Transmissions          ,VL260074,1000
,VICONOL-    SAE 85,VW 726          ZF TE-ML 08/17A         IVECO Transmissions                     ,VL260075,200
,,DAF Transmissions           MB 235.1       ,VL260076,50
,,,VL260077,20
,,,,
,,,VL260065,1000
,,API GL-4                 MB 235.1       ,VL260066,200
,VICONOL-    SAE 110,VW 726          ZF TE-ML 16A/17A/19A         IVECO Transmissions                     ,VL260067,50
,,,VL260068,20
,,,,
,,,VL260056,1000
,VICONOL-    SAE 190,API: GL-4         MB 235.1         VW726     DIN 51517 Part 3-CLP,VL260057,200
,,ZF TE-ML 16A/17A/19A        IVECO Transmissions       ,VL260058,50
,, RENAULT Transmissions          DAF Transmissions   ,VL260059,20
,,,,
,,,VL260052,1000
,VICONOL-    SAE 250,API: GL-4           DIN 51517 Part 3-CLP,VL260053,200
,,,VL260054,50
,,,VL260055,20
,,,,
,,,,
,TRANSMISIONES AUTOMATICAS - ATF'S,,,
,,GAMA ATF'S,REFERENCIA,FORMATO
,,DEXRON III H  MITSUBISHI SP-II/SP-III   JASO M315-2004 CLASS 1A-03,VL250018,1000
,VICONOL-  ATF  ,TOYOTA T-II/T-IV FORD MERCON  DAIHATSU AMMIX ATF D-II MULTI,VL250019,200
,UNIGLOBAL,DAIHATSU AMMIX ATF D-III MULTI  SUBARU ATF Matic J  HONDA Z-1,VL250020,50
,,CHRYSLER ATF +3/+4  ALLISON C-4  NISSAN MATIC-D/J/K  HONDA Z-1,VL250021,20
,,SUZUKI ATF 3317  SUBARU CVT (SUBARU ECVTF specified),VL250022,5
,,HONDA CVT (HONDA Z-1 specified) NISSAN CVT (MATIC-D specified) ,VL250023,1
,,MITSUBISHI CVT (MITSUBISHI SP-III specified),,
,,JASO M315 1A   Toyota CVTF TC / CVTF FE    Nissan NS-1 / NS-2 / NS-3,VL250024,1000
,VICONOL-  ATF ,Honda HMMF / HCF2     Mitsubishi SP-III / CVTF-J1 / J4 / J4+,VL250025,200
, CVT, Subaru ECVT / iCVT / FG / NS-2    Mazda JWS 3320     Audi Multitronic,VL250026,50
,,Daihatsu Ammix CVT / CVTF / TC  Suzuki CVTF / NS-2 / CVT Green 1 & 2,VL250027,20
,,Hyundai / Kia CVT-J1 / SP-III     Chrysler / Jeep / Dodge NS-2 / CVT +4 ,VL250029,1
,,Mini Cooper EZL 799 / 799A     VW G 052 516 / G 052 180 A2,,
,,,,
,,MB 236.21 / 236.24 / 236.25     MITSUBISHI SSTF-I    PSA 9734.S2,VL250030,1000
,VICONOL-  ATF   ,VW TL 052 182 / TL 052 529     PORSCHE 999.917.080.00,VL250031,200
,  DCT-DSG,FORD WSS-M2C-936-A     VOLVO 1161838 1161839,VL250032,50
,,BMW 83 222 148 578 / 83 222 148 579,VL250033,20
,,BMW  83 220 440 214 / 83 222 147 47,VL250034,1
,,,,
,,GM DEXRON  VI FORD MERCON LV  FORD WSS-M2C-938-A ,,
,,"JASO M315 1A-LV Aisin Warner JWS 3309 (T-IV) & JWS 3324 (WS), AW-1",,
,,Audi 5 HP LT71141 BMW JWS 3309 (T-IV) BMW LA2634,,
,,BMW ETL-8072B BMW LT 71141 (ZF 5 HP 18FL/19FL/24A),,
,,"Chrysler/Dodge MOPAR AS 68 RC (T-IV), JWS 3309 ",VL250012,1000
,VICONOL-  ATF  ,"FIAT T-IV type, JWS 3309  Ford FNR5 (Mazda M5, XT-9- QMM5) ",VL250013,200
,  DX/VI,"Honda ATF-Z1 (except in CVTs)    DW-1Hyundai/Kia SP-III, SP-IV",VL250014,50
,,Hyundai/Kia SP-IV M (SP4-M) Hyundai/Kia SP-IV-RR,VL250015,20
,,"Nissan Matic Fluid C, D, J, K, S     ISUZU BESCO ATF-II, ATFIII, ATF SP ",VL250016,5
,,"Jaguar ATF 3403-M115  Jaguar ATF LT71141, ZF 5HP24 ",VL250017,1
,,"Jaguar ATF 3403, JLM20238  Mazda ATF M-III, M-V   MB 236.41",,
,,"Mitsubishi Diaqueen SK, SP-II, SP-III   Mitsubishi Diaqueen ATF-MA1",,
,,Opel/GM 19 40 700 / 767  Opel/GM 21005966 Transaxle ,,
,,Opel/GM 22 17466   Opel/GM 88900925  Opel/GM 9986195 ,,
,,Peugeot ZF 4HP20   Peugeot/Citroen (PSA) AL4 Automatic gearbox oil ,,
,,"Porsche ZF 5HP19FL, ZF 5HP20, LT71141  Porsche ATF 3403-M115",,
,, Porsche T-IV (JWS 3309)  Porsche T-IV (JWS 3309) Saab T-IV (JWS 3309) ,,
,,"Saab 93 165 147  Subaru ATF, ATF 5AT, ATF HP Suzuki ATF 2326",,
,,"Toyota ATF D-II, D-III   Toyota ATF T-III, T-IV  Toyota ATF WS",,
,,"Volvo CE 97340  VW 5 HP (ZF 5 HP 30)  VW 5HP (18FL, 30)",,
,,"VW 5HP (19FL, 24A) VW G 055 025 A2 (JWS 3309)",,
,,"VW G 055 162-A2, A6 (ZF LifeguardFluid 6 Plus)      VW TL 521 62",,
,,VW G 060 162- A2 (ZF LifeguardFluid 8),,
,,VW G 052 162 (ZF LifeguardFluid 5) ,,
,,"ZF 8 speed transmissions, 9 speed transmissions ",,
,,"ZF TE-ML 05L, 09, 11A, 11B, 21L",,
,,"GM DEXRON III H     MAN 339 V-2 / 339 Z-2, Z-11 / 339 L-1",VL250006,1000
,VICONOL-  ATF  ,"MB 236.6, MB 236.9       ZF TE-ML 03D/04D/14B/17C/20B/25B",VL250007,200
,DX/III-H,"ALLISON TES 295, TES 389        ALLISON C-4",VL250008,50
,,FORD MERCON V      VOITH 55.6336,VL250009,20
,, VOLVO Transmission Oil 97341,VL250010,5
,,,VL250011,1
,,,,
,,GM DEXRON II D,VL250000,1000
,VICONOL-  ATF  ,MB 236.9 ,VL250001,200
,DX/II-D,MAN 339 V-1/339 Z-1/339 L-2 ,VL250002,50
,,VOITH H55.6335   ALLISON C4,VL250003,20
,,ZF TE-ML03D/04D/11A/17C,VL250004,5
,,,VL250005,1
,,GM DEXRON F,,
,VICONOL-  ATF  ,Ford ESW - M2C 33-F,VL250080,1000
,DX/M2C33-F, ALLISON C4,VL250081,200
,,,VL250082,50
,,,VL250083,20
,,,,
,,,,
,TRANSMISIONES AUTOMATICAS - ATF'S  -   ESPECIFICOS,,,
,,GAMA ATF'S,REFERENCIA,FORMATO
,,,,
,VICONOL-  ATF  ,Especialmente desarrollado para transmisiones de doble embrague GETRAG /,VL250060,1000
,SC-42    FL-4,BMW con embrague húmedo.,VL250061,200
,  DCTF,GETRAG (PWA05043),VL250062,50
,GETRAG/BMW,"BMW 83 22 0 440 214,  BMW 83 22 2 147 477,  BMW 83 22 2 148 578",VL250063,20
,,"BMW 83 22 2 148 579,  BMW 83 22 2 446 673,  McLaren: MP4-12C",,
,,"MITSUBISHI DIA QUEEN SSTF-1,     PSA 9734 S2,     VOLVO 1161838",,
,,,,
,VICONOL-  ATF  ,,VL250064,1000
,SC-42    FL-2,Especialmente desarrollado para transmisiones de doble embrague ,VL250065,200
,  DCT-DSG,   DCT-DSG   Audi y Volkswagen.,VL250066,50
,Audi / Volkswagen,"Audi/Volkswagen G 052 182 A2,    TL 521 82,    G 052 182 A6",VL250067,20
,,"Jetta,   EOS, etc.",,
,,,,
,VICONOL-  ATF  ,MB 236.24,VL250068,1000
,SC-42    M236.24,Especialmente desarrollado para transmisiones de doble embrague ZF /,VL250069,200
,  DCTF, Porsche con embrague húmedo.,VL250070,50
,ZF/Porsche,ZF TE-ML 11 (ZF004742)                   PORSCHE 999 917 080 00,VL250071,20
,,"BMW 83 22 2 156 969 (MTF-LT-5),     BMW 83 22 2 167 666 (MTF-LT-5)",,
,,JAGUAR LAND ROVER GX73-M1R564-AA,,
,,,VL250072,1000
,VICONOL-  ATF  ,MB 236.22,VL250073,200
,SC-42    M236.22,Desarrollado especialmente para transmisiones de doble embrague,VL250074,50
,  DCTF, de 8 velocidades Mercedes-Benz con embrague húmedo.,VL250075,20
,,,,
,,,VL250035,1000
,VICONOL-  ATF  ,MB 236.17 ( valido para la antigua MB 236.16) ,VL250036,200
,SC-42    M236.17  ,MB 9 velocidades NAG-3 Transmissions,VL250037,50
,,,VL250038,20
,, MB 9-G Tronic   9-G Tronic plus,VL250039,1
,,,,
,,,VL250050,1000
,VICONOL-  ATF,MB 236.15,VL250051,200
,  A-43   M236.15   ,"MB 7 velocidades NAG-2 Transmissions,   7-G Tronic Plus",VL250052,50
,,,VL250053,20
,,,VL250054,1
,,,,
,,MB 236.14        MB 236.12,VL250056,1000
,VICONOL-  ATF,"A 001 989 45 03, A 001 989 68 03",VL250057,200
, R-66    M236.14,SSANG YONG (MBAUTOMATIC TRANSMISSIONS),VL250058,50
,,"MB 7 velocidades NAG-2 Transmissions,     AMG,      MB  RWD 5V",VL250059,20
,,,VL250085,1
,, Allison TES-295  ,,
,VICONOL-  ATF TS 295, Allison TES-468,VL250076,1000
,73.168-R, MB 236.91,VL250077,200
,,ZF TE-ML 04D/ 14C/ 16M/ 20C,VL250078,50
,, Voith Turbo H55.633639,VL250079,20
,,Voith Turbo DIWA -013 y 118 ,,
,,,,
,,,,
,TRANSMISIONES AUTOMATICAS - ATF'S  -   Lifeguard Fluid  Z 5-6-8-9 ,,,
,,ATF'S ESPECIFICOS - GAMA NUEVA,REFERENCIA,FORMATO
,,BMW 81 22 9 400 272 / 275     BMW 83 22 0 403 248,,
,VICONOL-  Lifeguard Fluid Z5 ,BMW 83 22 9 407 738 / 807 / 858 / 859,VL250150,1000
,72.188-SC,FORD MERCON V         OPEL 19 49 707,VL250151,200
,,MAN 339 Tipo Z3        VOVLO 97341,VL250152,50
,,VW TL 521 62 (G 052 162),VL250153,20
,,"ZF TE-ML 02F, 11B, 14C    ZF 5HP",,
,,"ATF 6 HP, ZF 6HP21, ATF M1375.4, MERCON SP XT-6-QSP",,
,VICONOL-  Lifeguard Fluid Z6 ,BMW 83220142516     BMW 83220397114    CHRYSLER 68157995AA,VL250160,1000
,,AML 4G4319A509/AA/S     Bentley PY112995PA    ,VL250161,200
,76.182-SC,"M.1375-4 VW G 055 005       ZF TE-ML 02F, 11B, 14C",VL250162,50
,,"Audi / VW G 055005 A1, G 055005 A2, G 055005 A6   Maserati 231603",VL250163,20
,,Hyundai 040000C90SG    Jaguar Fluid 8432    Land Rover TYK500050,VL250164,1
